Park Name,County,Park Identifier,Park Address,City,Zip,Phone,Fire Authority,Jurisdiction,MH Spaces,RV Lots W/Drains,RV Lots W/O Drains,Operated by
CASA MH COP,LOS ANGELES,19-0823-MP,"7000 E GAGE AVE #7,  BELL GARDENS,  CA 90201", BELL GARDENS,90201, (310) 927-1235,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",56,0,0,"CASA MOBILEHOME CO-OP, ATTN TREASURER 7000 E GAGE AVE SP #29, BELL GARDENS, CA 90201"
ROSELAKE MOBILODGE,LOS ANGELES,19-0826-MP,"9097 E ROSECRANS AVE,  BELLFLOWER,  CA 90706", BELLFLOWER,90706, (714) 480-6828,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",23,0,0,"CONNORS FAMILY TRUST, PO BOX 11427, SANTA ANA, CA 92711"
DESERT PALMS MHP,LOS ANGELES,19-0827-MP,"2515 E AVE I,  LANCASTER,  CA 93535", LANCASTER,93535, (805) 251-2723,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HOUSING AND NEIGHBORHOOD REVITALIZATION, MOBILEHOME PARKS PROGRAM, 44933 NORTH FERN AVENUE, LANCASTER, CA 93534",56,0,0,"MILANA VIII/LLC, 2445 STANLEY, TUSTIN, CA 92782"
PLACERITA CANYON MHP,LOS ANGELES,19-0829-MP,"21515 PLACERITA CANYON RD,  SANTA CLARITA,  CA 91321", SANTA CLARITA,91321, (805) 259-2571,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",30,0,0,"LANG, JOHN, 29236 ORION LN, SANTA CLARITA, CA 91390"
MOUNTAIN VIEW,LOS ANGELES,19-0831-MP,"34415 METTER COURT,  PEARBLOSSOM,  CA 93553", PEARBLOSSOM,93553, (661) 723-0077,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",11,0,0,"METTER, KEITH, PO BOX 605, LANCASTER, CA 93584"
SKYLARK MHP,LOS ANGELES,19-0834-MP,"9113 E ROSECRANS,  BELLFLOWER,  CA 90706", BELLFLOWER,90706, (562) 633-5049,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",44,0,0,"SKYPARK MHP LP, 2141 E BROADWAY RD #105, TEMPE, AZ 85282"
DANA TP,LOS ANGELES,19-0835-MP,"5550 CLARA ST,  BELL GARDENS,  CA 90201", BELL GARDENS,90201, (999) 630-5666,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",10,0,1,"GUERARA, JESUS, 21849 SALMON AVE, CARSON, CA 90810"
THE VILLAGERS MOBILE HOME PARK,LOS ANGELES,19-0837-MP,"38525 E 90TH ST,  PALMDALE,  CA 93550", PALMDALE,93550, (661) 946-1472,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",14,0,0,"RAD-ZIN INVESTMENT LLC, 837 18TH STREET #6, SANTA MONICA, CA 90403"
SUNNY SKIES MHP,LOS ANGELES,19-0839-MP,"45415 28TH ST EAST,  LANCASTER,  CA 93535", LANCASTER,93535, (661) 946-1877,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HOUSING AND NEIGHBORHOOD REVITALIZATION, MOBILEHOME PARKS PROGRAM, 44933 NORTH FERN AVENUE, LANCASTER, CA 93534",72,0,0,"MARICOL, LLC, PO BOX 915, TUSTIN, CA 92781"
ELMS MHP,LOS ANGELES,19-0842-MP,"2101 W 245TH ST,  LOMITA,  CA 90717", LOMITA,90717, (310) 534-1750,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",29,0,0,"SHERMAN, AMELIA, 1737 PAC C ST HWY, LOMITA, CA 90717"
THE GARVEY TP,LOS ANGELES,19-0843-MP,"12214 GARVEY AVE,  EL MONTE,  CA 91731", EL MONTE,91731, (818) 448-1313,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",13,0,0,"ALCO INVESTMENT INC, PO BOX 572007, TARZANA, CA 91357"
CRESTVIEW LODGE,LOS ANGELES,19-0844-MP,"2350 W 250TH ST,  LOMITA,  CA 90717", LOMITA,90717, (909) 823-1000,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",58,0,0,"DONNELLY TRUST - GEOFF CLARK -ACTING TRUSTEE, PO BOX 158, UPLAND, CA 91785"
PALMDALE MHP,LOS ANGELES,19-0845-MP,"38015 65TH ST EAST,  PALMDALE,  CA 93550", PALMDALE,93550, (818) 991-6629,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",45,0,0,"PALMDALE MOBILE PARK ,LLC, 31826 VILLAGE CENTER RD SUITE # C, WESTLAKE VILLAGE, CA 91361"
CARSON GARDENS TRAILER LODGE,LOS ANGELES,19-0847-MP,"437 W CARSON ST,  CARSON,  CA 90745", CARSON,90745, (310) 328-0600,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",97,0,0,"CARSON MHP ASSOCIATES LP, 320 N PARK VISTA ST, ANAHEIM, CA 92806"
RALPHS TP,LOS ANGELES,19-0848-MP,"4503 CLARA ST,  CUDAHY,  CA 90201", CUDAHY,90201, (310) 328-0600,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",15,0,0,"GUIDO FAMILY LLC, PO BOX 1919, RANCHO CUCAMONGA, CA 91729"
LITTLE GEM TRAILER PARK,LOS ANGELES,19-0850-MP,"4555 CECELIA ST,  CUDAHY,  CA 90201", CUDAHY,90201, (310) 328-0600,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",25,0,0,"4555 CECELIA STREET LLC, PO BOX 21357, EL CAJON, CA 92021"
ANTELOPE DESERT TP,LOS ANGELES,19-0851-MP,"37855 90TH ST EAST,  LITTLEROCK,  CA 93543", LITTLEROCK,93543, (805) 944-1335,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",15,0,0,"JONES, MATTHEW, 37855 90TH ST EAST, LITTLEROCK, CA 93543"
ABOO TP,LOS ANGELES,19-0855-MP,"4423 N ROSEMEAD BLVD,  ROSEMEAD,  CA 91770", ROSEMEAD,91770, (626) 319-2077,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",0,13,0,"PIERCE, DAVID, 1759 CHELSEA RD, SAN MARINO, CA 91108"
MAXSON PINES MOBILE MANOR,LOS ANGELES,19-0856-MP,"3335 MAXSON RD,  EL MONTE,  CA 91733", EL MONTE,91733, (818) 591-1386,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",56,0,0,"JDH CAPITAL LLC, 22231 MULHOLLAND HWY #101, CALABASAS, CA 91302"
ORCHARD GREEN MHP,LOS ANGELES,19-0857-MP,"35959 N 77TH ST EAST,  LITTLEROCK,  CA 93543", LITTLEROCK,93543, (805) 944-1013,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",44,0,0,"TTATSUO TANAMACHI FAMILY TRUST, 200 EL RANCHO DRIVE, LA HABRA, CA 90631"
MONTEBELLO MHP,LOS ANGELES,19-0859-MP,"525 S GREENWOOD AVE,  MONTEBELLO,  CA 90640", MONTEBELLO,90640, (323) 721-4112,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",46,0,0,"MONTEBELLO MHP, 17300 RED HILL AVE SUITE # 280, IRVINE, CA 92614"
SIERRA PARK LLC,LOS ANGELES,19-0860-MP,"18204 SOLEDAD CANYON RD,  SANTA CLARITA,  CA 91351", SANTA CLARITA,91351, (805) 252-3028,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",76,0,0,"SIERRA MHP ASSOCIATES LP, 320 N PARK VISTA ST, ANAHEIM, CA 92806"
AIR LANE MHP,LOS ANGELES,19-0864-MP,"45446 N 7TH ST EAST,  LANCASTER,  CA 93535", LANCASTER,93535, (805) 252-3028,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HOUSING AND NEIGHBORHOOD REVITALIZATION, MOBILEHOME PARKS PROGRAM, 44933 NORTH FERN AVENUE, LANCASTER, CA 93534",52,0,0,"DECEMBER 2ND, LLC, PO BOX 915, TUSTIN, CA 92781"
ACE MOBILE HOME PARK,LOS ANGELES,19-0869-MP,"12265 WOODRUFF,  DOWNEY,  CA 90241", DOWNEY,90241, (562) 803-6115,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",70,0,0,"PROFESSIONAL BUSINESS SERVICES INC, 520 W WILLOW ST, LONG BEACH, CA 90806"
CROCKERS TRAILER CT,LOS ANGELES,19-0870-MP,"1548 N TOPANGA BLVD,  TOPANGA,  CA 90290", TOPANGA,90290, (310) 455-0112,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",13,0,0,"KIM, HAKSE, 1548 N TOPANGA CANYON BLVD #15, TOPANGA, CA 90290"
FOREST TP,LOS ANGELES,19-0872-MP,"16493 SIERRA HWY,  CANYON COUNTRY,  CA 91351", CANYON COUNTRY,91351, (661) 268-7434,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",7,0,3,"RONDONI, ROBBIE, 29712 ARLINE ST, CANYON COUNTRY, CA 91351"
BELLFLOWER TRAILER HAVEN,LOS ANGELES,19-0876-MP,"9847 FLORA VISTA,  BELLFLOWER,  CA 90706", BELLFLOWER,90706, (310) 866-3683,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",37,0,0,"WESTHOFF, DOUGLAS, PAMELA WESTHOFF P.O. BOX 4149, TORRANCE, CA 90510"
SHERWOOD MHP,LOS ANGELES,19-0877-MP,"3753 E AVE I,  LANCASTER,  CA 93535", LANCASTER,93535, (916) 772-4918,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HOUSING AND NEIGHBORHOOD REVITALIZATION, MOBILEHOME PARKS PROGRAM, 44933 NORTH FERN AVENUE, LANCASTER, CA 93534",182,0,0,"SHERWOOD MHP LLC, 500 GIUSEPPE CT SUITE # 2, ROSEVILLE, CA 95678"
RAYS MHP,LOS ANGELES,19-0879-MP,"7814 ATLANTIC AVE,  CUDAHY,  CA 90201", CUDAHY,90201, (310) 866-3683,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",26,0,0,"DELORME, JOHN, 3199 COUNTRY CLUB DR, COSTA MESA, CA 92626"
MOBILEAIRE ESTATES,LOS ANGELES,19-0880-MP,"716 N GRAND AVE,  COVINA,  CA 91724", COVINA,91724, (818) 331-2717,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",103,0,0,"COVINA MHP ASSOCIATES, LP, 320 N. PARK VISTA ST., ANAHEIM, CA 92806"
ROYAL PALMS TRAILER LODGE,LOS ANGELES,19-0883-MP,"15040 E VALLEY BLVD,  LA PUENTE,  CA 91746", LA PUENTE,91746, (818) 336-9845,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",38,1,0,"WELCH PROPERTIES II, PO BOX 3402, CITY OF INDUSTRY, CA 91744"
RANCH INN MHP,LOS ANGELES,19-0886-MP,"338 W AVE J8,  LANCASTER,  CA 93534", LANCASTER,93534, (818) 446-4781,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HOUSING AND NEIGHBORHOOD REVITALIZATION, MOBILEHOME PARKS PROGRAM, 44933 NORTH FERN AVENUE, LANCASTER, CA 93534",66,0,0,"RANCH INN MHP LLC, PO BOX 605, LANCASTER, CA 93584"
PETER PAN MOBILE VILLAGE,LOS ANGELES,19-0890-MP,"1140 W ALONDRA BLVD,  COMPTON,  CA 90220", COMPTON,90220, (818) 446-4781,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",48,0,0,"PARK MANAGEMENT INC, WHICH WILL DO BUSINESS IN CALIFORNIA AS MANUFACTURED HOME COMMUNITY MANAGEMENT, INC, 2141 E BROADWAY RD #105, TEMPE, AZ 85282"
GARDEN STATE TP,LOS ANGELES,19-0891-MP,"22325 S VERMONT,  TORRANCE,  CA 90502", TORRANCE,90502, (310) 645-8230,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",20,0,0,"CELTIC PARTNERS, 200 NO, LARCHMONT BLVD, LOS ANGELES, CA 90004"
VILLA CAPRI TP,LOS ANGELES,19-0892-MP,"1428 BEACH ST,  MONTEBELLO,  CA 90640", MONTEBELLO,90640, (323) 721-1395,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",54,0,0,"CLIFFSIDE ENTERPRISES, 430 S. DIMAS AVE., SAN DIMAS, CA 91773"
"EL GARDENA PARKS, LLC",LOS ANGELES,19-0893-MP,"1614 W EL SEGUNDO BLVD,  GARDENA,  CA 90249", GARDENA,90249, (310) 327-4432,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",11,0,0,"LIEN VU & SON NGUYEN, 3483 CANYON CREEK DR., SAN JOSE, CA 95132"
ATLANTIC TRAILER VILLAGE,LOS ANGELES,19-0894-MP,"7735 ATLANTIC AVE,  CUDAHY,  CA 90201", CUDAHY,90201, (310) 327-4432,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",102,0,0,"ALBERT APPEL ET AL, 3771 SEASCAPE DR, HUNTINGTON BEACH, CA 92649"
N\V TP,LOS ANGELES,19-0896-MP,"10118 GARVEY AVE,  EL MONTE,  CA 91733", EL MONTE,91733, (818) 442-8284,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",8,0,0,"WONG, GLORIA, 10116 GARVEY AVE, EL MONTE, CA 91731"
L\J MHP,LOS ANGELES,19-0897-MP,"1425 W 132ND ST,  GARDENA,  CA 90249", GARDENA,90249, (310) 329-7754,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",17,0,0,"MARENCIK, JOHN, 2434 SOLAR DR, LOS ANGELES, CA 90046"
BLUE STAR MOBILE HOME PARK,LOS ANGELES,19-0900-MP,"12401 FILMORE ST,  SYLMAR,  CA 91342", SYLMAR,91342, (818) 896-7100,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",186,0,0,"BLUE STAR MOBILE HOME PARK ASSOCIATES, LP, ATTENTION: CORPORATE OFFICE 320 NORTH PARK VISTA ST, ANAHEIM, CA 92806"
LAKELAND VILLA,LOS ANGELES,19-0902-MP,"12147 E LAKELAND RD,  SANTA FE SPRINGS,  CA 90670", SANTA FE SPRINGS,90670, (562) 944-6500,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",99,0,0,"LAKELAND VILLA, LLC, 31201 HOLLY DRIVE, LAGUNA BEACH, CA 92651"
TERRA NOVA MOBILE HOME PARK,LOS ANGELES,19-0905-MP,"1617 E AVENUE  I,  LANCASTER,  CA 93535", LANCASTER,93535, (661) 946-8499,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HOUSING AND NEIGHBORHOOD REVITALIZATION, MOBILEHOME PARKS PROGRAM, 44933 NORTH FERN AVENUE, LANCASTER, CA 93534",75,0,0,"ROSEIAN, I LLC, PO BOX 915, TUSTIN, CA 92781"
GRANADA VILLA MHP,LOS ANGELES,19-0907-MP,"18540 SOLEDAD CANYON RD,  CANYON COUNTRY,  CA 91351", CANYON COUNTRY,91351, (661) 252-3515,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",179,0,0,"GRANADA VILLA, LP, 320 N PARK VISTA ST, ANAHEIM, CA 92806"
CLEAR SKIES MOBILE RANCH,LOS ANGELES,19-0909-MP,"1304 E AVE I,  LANCASTER,  CA 93535", LANCASTER,93535, (805) 252-3515,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HOUSING AND NEIGHBORHOOD REVITALIZATION, MOBILEHOME PARKS PROGRAM, 44933 NORTH FERN AVENUE, LANCASTER, CA 93534",47,0,0,"MALKA LLC, PO BOX 915, TUSTIN, CA 92781"
SUNRISE ESTATES,LOS ANGELES,19-0910-MP,"45131 N 28TH ST EAST,  LANCASTER,  CA 93535", LANCASTER,93535, (805) 252-3515,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HOUSING AND NEIGHBORHOOD REVITALIZATION, MOBILEHOME PARKS PROGRAM, 44933 NORTH FERN AVENUE, LANCASTER, CA 93534",28,0,0,"HARRIS, DEONNA, 45446 7TH ST EAST #21, LANCASTER, CA 93535"
GRANDVIEW MHP,LOS ANGELES,19-0912-MP,"1436 W 130TH ST,  GARDENA,  CA 90249", GARDENA,90249, (310) 329-7754,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",15,0,0,"MARENCIK, JOHN, 2434 SOLAR DR, LOS ANGELES, CA 90046"
DESERT PARADISE MHP,LOS ANGELES,19-0913-MP,"45541 N 30TH ST EAST,  LANCASTER,  CA 93535", LANCASTER,93535, (323) 845-0909,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HOUSING AND NEIGHBORHOOD REVITALIZATION, MOBILEHOME PARKS PROGRAM, 44933 NORTH FERN AVENUE, LANCASTER, CA 93534",50,0,0,"DAM & M INVESTMENTS LLC, PO BOX 10541, GLENDALE, CA 91209"
CINDERELLA MHP,LOS ANGELES,19-0916-MP,"8600 CONTRERAS,  PARAMOUNT,  CA 90723", PARAMOUNT,90723, (562) 602-0696,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",79,0,0,"BOGGS KENDALL & STEELE, 80 S LAKE AVE SUITE # 719, PASADENA, CA 91101"
SUNCREST MHP,LOS ANGELES,19-0917-MP,"1331 W 135TH ST,  GARDENA,  CA 90247", GARDENA,90247, (310) 325-0125,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",18,0,0,"DOSHI, NAVINCHANDRA, 6418 SPRING PARK AVE, LOS ANGELES, CA 90056"
CLOVERLEAF TP,LOS ANGELES,19-0918-MP,"5908 E GAGE AVE,  BELL GARDENS,  CA 90201", BELL GARDENS,90201, (562) 235-3582,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",13,0,0,"VICTORIA S B TRUST, C/O: TRUSTEE COMMUNICATIONS 119 E 7TH ST, LONG BEACH, CA 90813"
LOS FLAMINGOS LODGE,LOS ANGELES,19-0919-MP,"1618 W 132ND,  GARDENA,  CA 90249", GARDENA,90249, (310) 273-4177,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",21,0,0,"DANNY, DOUGLAS, 3722 AMARYLLIS DR, SAN DIEGO, CA 92106"
THE LIDO MHP,LOS ANGELES,19-0920-MP,"45125 N 30TH ST EAST,  LANCASTER,  CA 93535", LANCASTER,93535, (213) 773-2296,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HOUSING AND NEIGHBORHOOD REVITALIZATION, MOBILEHOME PARKS PROGRAM, 44933 NORTH FERN AVENUE, LANCASTER, CA 93534",54,0,0,"SANDBURG FAMILY TRUST, C/O PETERSON JONES PROPERTIES 3251 EAST 19TH STREET, EAST LONG BEACH, CA 90804"
"MITCHELL'S AVENUE E PARK, INC.",LOS ANGELES,19-0922-MP,"721 WEST AVE EAST,  LANCASTER,  CA 93534", LANCASTER,93534, (818) 381-7649,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",24,0,0,"NORRIS, CHARLESPATRICIA, 1024 DELAWARE ROAD, BURBANK, CA 91504"
S K MHP,LOS ANGELES,19-0923-MP,"22335 S VERMONT AVE,  TORRANCE,  CA 90502", TORRANCE,90502, (310) 320-0361,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",44,0,0,"KAJIKAWA, SADAO, 22335 S VERMONT AVE APT. # 26, TORRANCE, CA 90502"
GOLDEN SANDS MHP,LOS ANGELES,19-0924-MP,"2059 E AVE I,  LANCASTER,  CA 93535", LANCASTER,93535, (310) 320-0361,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HOUSING AND NEIGHBORHOOD REVITALIZATION, MOBILEHOME PARKS PROGRAM, 44933 NORTH FERN AVENUE, LANCASTER, CA 93534",152,0,0,"PARK OPERATOR 19-0924, C/O L D FLICKINGER CO PO BOX 989, ACTON, CA 93510"
LYNWOOD MOBILE LODGE,LOS ANGELES,19-0929-MP,"5300 CORTLAND ST.,  LYNWOOD,  CA 90262", LYNWOOD,90262, (310) 632-3950,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","LYNWOOD BUILDING DEPARTMENT, MOBILEHOME PARKS PROGRAM, 11330 BULLIS ROAD, LYNWOOD, CA 90262",35,15,0,"HOOK, JOHN, PEGGY HOOK 105 S EL CAMINO REAL, SAN CLEMENTE, CA 92672"
ROLLINGS HOMES TP,LOS ANGELES,19-0930-MP,"2606 SANTA ANITA AVE,  EL MONTE,  CA 91733", EL MONTE,91733, (626) 350-0093,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",19,0,0,"GUERNSEY, DARIUS, 16033 VALLEY VISTA BLVD, ENCINO, CA 91436"
LAMPLIGHTER TP,LOS ANGELES,19-0931-MP,"2662 MOUNTAIN VIEW RD,  EL MONTE,  CA 91731", EL MONTE,91731, (818) 350-0093,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",21,0,0,"GKL PROPERTIES, LLC, 6 STRAWBERRY CIRCLE, SANTA FE, NM 87506"
LOMA LINDA TP,LOS ANGELES,19-0934-MP,"12730 PEARBLOSSOM HWY,  PEARBLOSSOM,  CA 93553", PEARBLOSSOM,93553, (661) 944-3291,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",19,10,0,"WILLIAMS, JACK, 12025 BANIS RD, AGUA DULCE, CA 91350"
K.A.K. MOBILE HOME PARK LLC,LOS ANGELES,19-0935-MP,"17197 SIERRA HWY,  CANYON COUNTRY,  CA 91351", CANYON COUNTRY,91351,,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",40,0,0,"KOREN, KATHLEEN, PO BOX 371125, LAS VEGAS, NV 89137"
